title,link,company,contract,location,date,description 
Data Analytics Consultant,https://www.domestika.org/es/jobs/83025-data-analytics-consultant-paris-francia,Making Science,Tiempo completo,"París, Francia",26/01/21,"What is Making Science?
Making Science is a leading digital marketing and technology consulting firm, that is listed in the Madrid Stock Exchange. We are currently expanding our operations internationally, and our offices are located in Madrid, Barcelona, Lisboa, París, Mexico City, Milan, and Dublin. We are a company that specializes in providing comprehensive marketing and technological solutions for digital businesses. Our team is composed of more than 300 digital native professionals, who have a wide knowledge in the different stages and disciplines of the digital transformation: Digital Strategy, Infrastructures, Software Development, Creativity and UX/UI Design, Digital Marketing, and Big Data.
Making Science is People Centric, and we actively bet on our employees! We believe that they are the key to any successful business, and therefore, our greatest asset. We strive to provide daily learning opportunities for those who work with us and their colleagues. It is also really important that they enjoy what they do, and have positive experiences. We want our employees to feel proud of their accomplishments, and that they belong to a company that is in constant growth, because each person’s contribution is essential to achieve our success. Do you want to be part of this great family?
Some details about your department
At GMP, we are a young, energetic, and fun team! We believe that shared knowledge, teamwork, and internal training are the basis of a versatile, integrated, and powerful team. We highly value a thirst for knowledge, curiosity, and self-learning capabilities, because they help us stay up to date in an industry as dynamic as digital marketing. We are committed to the promotion of team building events, both inside and outside of the company, that will help us get to know each other better. So, if you think you fit in, don't hesitate and apply to our offer!
Your role
- Follow-up on clients. 
- Create personalized dashboards and reports based on the client’s objectives.
- Analyze and optimize web pages in order to achieve set goals.
- Identify digital assets and web page structures that guarantee the best measurements. 
- Create tags for web, email, and marketing campaigns. 
- Revise the implementation code for good measurement (GTM, personalized variables and parameters, events, Enhanced Ecommerce...).
- Create Attribution Models, funnels, dashboards...
- Perform usability analysis on different devices (desktop, tablets, mobile).
- Create A/B and multivariate tests to improve a web’s conversion rate on different devices. 
- Perform Cross-device measurements. 
- Perform TV measurements.
What will you need to do this role?
- We are looking for someone who’s proactive and eager to learn, and has the capacity to adapt to new challenges with a positive attitude. 
- You have between 2 and 4 years of previous Data & CRO experience.
- You have an advanced level of English, both spoken and written. 
- You have knowledge of JavaScript and/or web layouts.
- High level of languages: French and English
Perks of joining Making Science
- We give you complete stability with an indefinite job contract.
- We offer a fixed salary according to your worth and experience.
- Feedback is part of our day to day lives. We recognize a job well done through a continuous feedback model.
- We care about a healthy work-life balance. You can count on having flexible working hours and one day a week where you can work from home.
- You will never stop learning with us: subsidized training, free language classes, learning capsules, an e-learning platform, and many more.
- Work comfortably and follow your own style, because we don’t have a dress code.
- Be a part of a young, adventurous, and professional team, with people you’ll grow fond of!"
Data Analytics Team Lead,https://www.domestika.org/es/jobs/83021-data-analytics-team-lead-madrid-espana,Making Science,Tiempo completo,"Madrid, España",26/01/21,"What is Making Science?
Making Science is a leading digital marketing and technology consulting firm, that is listed in the Madrid Stock Exchange. We are currently expanding our operations internationally, and our offices are located in Madrid, Barcelona, Lisboa, París, Mexico City, Milan, and Dublin. We are a company that specializes in providing comprehensive marketing and technological solutions for digital businesses. Our team is composed of more than 300 digital native professionals, who have a wide knowledge in the different stages and disciplines of the digital transformation: Digital Strategy, Infrastructures, Software Development, Creativity and UX/UI Design, Digital Marketing, and Big Data.
Making Science is People Centric, and we actively bet on our employees! We believe that they are the key to any successful business, and therefore, our greatest asset. We strive to provide daily learning opportunities for those who work with us and their colleagues. It is also really important that they enjoy what they do, and have positive experiences. We want our employees to feel proud of their accomplishments, and that they belong to a company that is in constant growth, because each person’s contribution is essential to achieve our success. Do you want to be part of this great family?
Some details about your department
At GMP, we are a young, energetic, and fun team! We believe that shared knowledge, teamwork, and internal training are the basis of a versatile, integrated, and powerful team. We highly value a thirst for knowledge, curiosity, and self-learning capabilities, because they help us stay up to date in an industry as dynamic as digital marketing. We are committed to the promotion of team building events, both inside and outside of the company, that will help us get to know each other better. So, if you think you fit in, don't hesitate and apply to our offer!
Your role
- Manage a team of 4 people
- Follow-up on clients
- Create personalized dashboards and reports based on the client’s objectives
- Analyze and optimize web pages in order to achieve set goals
- Identify digital assets and web page structures that guarantee the best measurements
- Create tags for web, email, and marketing campaigns 
- Revise the implementation code for good measurement (GTM, personalized variables and parameters, events, Enhanced Ecommerce...)
- Create Attribution Models, funnels, dashboards...
- Perform usability analysis on different devices (desktop, tablets, mobile)
- Create A/B and multivariate tests to improve a web’s conversion rate on different devices
- Perform Cross-device measurements 
- Perform TV measurements
What will you need to do this role?
- We are looking for someone who’s proactive and eager to learn, and has the capacity to adapt to new challenges with a positive attitude.
- You have at least 4 years ox experience in Data Analytics
- You have management skills 
- You know all Google tools (GMP)
- You have knowledge of at least one of these tools per category:
   - Web analytics tools: Google Analytics, Adobe Analytics.
   - Testing and personalization tools: Google Optimize, Optimizely, Adobe Test & Target
   - Tag Management tools: Google Tag Manager, Tealium, Ensighten, Adobe Dynamic Tag Management
   - DMP tools: Krux, Adobe Audience Manager, Weborama
   - Dashboarding tools: Data Studio, Tableau, PowerBi, Qlik
   - Database tools: BigQuery, Amazon Redshift, MySQL
   - You have an advanced level of English, both spoken and written
Perks of joining Making Science
- We give you complete stability with an indefinite job contract.
- We offer a fixed salary according to your worth and experience, plus a performance based bonus. 
- Get the most out of your salary with our Flexible Payment Plan (Restaurant Ticket, Transportation Ticket, Day Care Ticket, and Medical Insurance.
- Do you know someone that fits in Making Science? Refer him or her, and you can get a bonus if they’re hired!
- Feedback is part of our day to day lives. We recognize a job well done through a continuous feedback model. 
- We care about a healthy work-life balance. You can count on having flexible working hours, an intensive work schedule during July and August, and one day a week where you can work from home. 
- You will never stop learning with us: subsidized training, free language classes, learning capsules,  an e-learning platform, and many more.
- Pack your bags! You’ll have 26 vacation days and the afternoons off on the eve of national holidays. 
- Work comfortably and follow your own style, because we don’t have a dress code. 
- We know how to have a good time! Monthly TGIF events, 5V, and much more!
- Never go hungry with our free daily fruit and our vending machine card!
- Take a break on our terrace, play foosball, darts, or PlayStation
- Be a part of a young, adventurous, and professional team, with people you’ll grow fond of!"
UX/UI Designer,https://www.domestika.org/es/jobs/83004-ux-ui-designer-en-remoto,Elkanodata,Freelance,En remoto,26/01/21,"Do you want to change the world through digital design by working on socially impactful and meaningful projects?
If your answer is yes, then this is the opportunity you've been waiting for!
----------
OUR OPPORTUNITY:
We’re in search of an experienced, award-winning UX/UI DESIGNER to develop interactive projects and impactful interactive experiences… you'll work on both award-winning projects and day to day client needs. As our new UX/UI DESIGNER, you'll work alongside our other in-house Developers, Designers and Project Managers to lead our agency to higher heights and deeper depths.
You'll work closely with designers/creatives to develop top-quality interactive products and tools, whilst coordinating with Project Managers to deliver projects on time and according to client's expectations, standards and timings… In addition to this, you'll work on multiple projects simultaneously from initial briefing through to successful completion, you'll do this independently whilst at times collaborating with other members of the team.
----------
YOUR EXPERIENCE:
We'd love to hear from you if you have exposure and experience as a UX/UI DESIGNER in an agency environment, who has won high quality and award-winning interactive projects. You'd also ideally have knowledge of Project Execution Methodologies (waterfall and agile) and be able to propose process improvements. Along with the above, you'll have knowledge of Project Management Softwares (Trello, Basecamp, Jira, etc) and be fluent in the English language, both speaking and writing.
In addition to this, you'll ideally have experience in the following technologies:
- In-depth and proven career within UX/UI design space, within a digital agency developing top quality digital experiences (only candidates with a strong portfolio and a proven record will be considered);
- Expert knowledge in Sketch, Photoshop and Illustrator;
- Solid experience in collaborative projects with other designers and developers;
- The ability to balance creativity and production workload, under pressure with concurrent and conflicting deadlines;
- Experience in leading and or coordinating projects;
- Strategic thinking, you'll be able to identify industry trends and opportunities and shape the direction of projects.
BONUS POINTS:
- Participated in projects that have won awards and/or received special recognition;
- Basic knowledge of HTML, CSS and animation (after effects, Zeplin, etc.);
- You have worked as a freelance or ran/started a small studio before;
- You have experience in data visualization/information design projects;
- Possess After Effects Skills or other animation softwares.
----------
ABOUT US:
At Elkanodata, we transform complex information and data, into insightful, innovative and attractive user experiences.
Our clients are international organizations and thought leaders that are based in the United States and Europe, including, The World Economic Forum, The World Bank, The European Union and the United Nations; specifically based in New York, Washington D.C and Geneva.
We identify as a Creative Design Agency that's able to support our client groups across the digital spectrum – Landing pages, websites, product launches and motion graphics.
We have an amazing and talented workforce that consists of Digital Designers, Art Directors, Front End Developers and Digital Project Managers to lead us to excellence.
OUR PURPOSE
We want to provide those that have been traditionally and systematically overlooked and or under-represented with a platform to showcase themselves through our agency, therefore leading to true and authentic representation. We want to change the world through digital design by connecting our client groups with their target audience; dismantling the current unwritten culture of ""Us and Them"".
OUR MISSION
We aim to use Information Design as a tool for social change, redefining the way people engage with relevant causes, and helping International Organizations make the most out of their information and data. We strive to build a more informed and inclusive society, some of our notable projects have been around supporting the LGBTQIA+ community, health care and awareness, and poverty prevention action plans and bridging the gap between gender disparity.
OUR VISION
At Elkanodata we aim to be the leaders in information design within Inter-Governmental Organizations (IGO) markets by 2022, offering the highest quality work to our clients from our multicultural and diverse team located in Barcelona.
OUR VALUES
Our values are centred around creating a safe, engaging and productive environment, whereby our people feel confident enough to bring their true and authentic selves to work... people are at the forefront of our business, we not only want to create a great work culture, but we want to change the world through each and everyone one of our employees... We do this by having a clear and defined learning and development, recognition, benefits and reward, and employee engagement strategy.
We're proud to have focused on true diversity and inclusion when hiring our current workforce, with a particular focus on neurodiversity, education, location, religion and practice, racial heritage, spoken languages, gender identity and sexual orientation. We believe having a wide variety of professionals working together inspires innovation, and allows us as an agency to revolutionize the projects that we work on through partnering with our client groups.
Elkanodata... American working culture, European creativity, and Mediterranean lifestyle."
AdTech Trafficker Consultant,https://www.domestika.org/es/jobs/82875-adtech-trafficker-consultant-madrid-espana,Making Science,Tiempo completo,"Madrid, España",20/01/21,"What is Making Science?
Making Science is a leading digital marketing and technology consulting firm, that is listed in the Madrid Stock Exchange. We are currently expanding our operations internationally, and our offices are located in Madrid, Barcelona, Lisboa, París, Mexico City, Milan, and Dublin. We are a company that specializes in providing comprehensive marketing and technological solutions for digital businesses. Our team is composed of more than 300 digital native professionals, who have a wide knowledge in the different stages and disciplines of the digital transformation: Digital Strategy, Infrastructures, Software Development, Creativity and UX/UI Design, Digital Marketing, and Big Data. 
Making Science is People Centric, and we actively bet on our employees! We believe that they are the key to any successful business, and therefore, our greatest asset. We strive to provide daily learning opportunities for those who work with us and their colleagues. It is also really important that they enjoy what they do, and have positive experiences. We want our employees to feel proud of their accomplishments, and that they belong to a company that is in constant growth, because each person’s contribution is essential to achieve our success. Do you want to be part of this great family?
Some details about your department
At GMP, we are a young, energetic, and fun team! We believe that shared knowledge, teamwork, and internal training are the basis of a versatile, integrated, and powerful team. We value a thirst for knowledge, curiosity, and self-learning capabilities, because they help us stay up to date in an industry as dynamic as digital marketing. We are committed to the promotion of team building events, both inside and outside of the company, that will help us get to know each other better. So, if you think you fit in, don't hesitate and apply to our offer!
Your role
- Have ample knowledge of the AdServer Campaign Manager to solve any issues that may arise.
- Use AdServer to generate customer measurement systems and traffic creative designs.
- Manage, optimize, and report of the client's digital campaigns.
- Generate audiences through AdServer and GMP.
- Follow-up on clients with the reports generated on DataStudio.
What will you need to do this role?
- You have at least 2 years of experience in a similar role.
- We are looking for someone who’s proactive and eager to learn, and has the capacity to adapt to new challenges with a positive attitude. 
- You have previous experience working with the Ad Server Google Campaign Manager
- You have a master’s degree in Digital Marketing, Advertising, Management, or Economics.
- You are able to understand the clients’ needs and objectives, in order to propose growth strategies and launch campaigns that help them reach their goals.
- You know how to use Big Query.
- You have an advanced level in Microsoft Office user: Word, Excel and PowerPoint.
- You have an advanced level of English.
Perks of joining Making Science
- We give you complete stability with an indefinite job contract.
- We offer a fixed salary according to your worth and experience, plus a performance based bonus. 
- Get the most out of your salary with our Flexible Payment Plan (Restaurant Ticket, Transportation Ticket, Day Care Ticket, and Medical Insurance.
- Do you know someone that fits in Making Science? Refer him or her, and you can get a bonus if they’re hired!
- Feedback is part of our day to day lives. We recognize a job well done through a continuous feedback model. 
- We care about a healthy work-life balance. You can count on having flexible working hours, an intensive work schedule during July and August, and one day a week where you can work from home. 
- You will never stop learning with us: subsidized training, free language classes, learning capsules,  an e-learning platform, and many more.
- Pack your bags! You’ll have 26 vacation days and the afternoons off on the eve of national holidays. 
- Work comfortably and follow your own style, because we don’t have a dress code. 
- We know how to have a good time! Monthly TGIF events, 5V, and much more!
- Never go hungry with our free daily fruit and our vending machine card!
- Take a break on our terrace, play foosball, darts, or PlayStation
- Be a part of a young, adventurous, and professional team, with people you’ll grow fond of!"
Digital Project Manager,https://www.domestika.org/es/jobs/82869-digital-project-manager-malaga-espana,El Cuartel,Tiempo completo,"Málaga, España",20/01/21,"Buscamos a un/a producer digital-Controller / Digital Project Manager para nuestra oficina de Málaga. Con al menos dos años de experiencia demostrable en un puesto similar, con alta capacidad organizativa y de gestión y amplios conocimientos en el entorno digital (analytics, desarrollo, usabilidad, web, APP, e-commerce, UX, Paid media, SEO, SEM, programación, publicidad digital, plataformas, etc.). Formación superior en Publicidad / Informática / Ingeniería / Económicas... Que sepa trabajar en equipo, con nivel alto de inglés y con amplios conocimientos del uso de herramientas de ofimática y gestión. 
MISIÓN DEL PUESTO:
-	Planificar, guiar, coordinar y supervisar proyectos digitales como webs, apps, intranets, plataformas y ecommerces principalmente. 
-	Trabaja en equipo coordinando las necesidades del equipo de cuentas y creatividad. Realización del estatus del equipo digital. 
-	Selecciona, negocia y coordina proveedores necesarios de cada proyecto; programadores, desarrolladores, planificadores, etc.
-	El Digital Project Manager es un profesional altamente organizado y metódico con un carácter techie cuyo propósito. Como DPM, deberá tener buenas capacidades comunicativas y gran fluidez operativa para coordinar a todos los agentes que formen parte de los proyectos, entendiendo a la perfección las necesidades del cliente, los objetivos del proyecto y los tiempos de ejecución.
-	El DPM deberá entender la relevancia y protagonismo de su área en las estrategias de comunicación 360º
Funciones concretas:
-	Control de status del equipo y establecimiento de prioridades en función de las urgencias de los equipos de cuentas. Seguimiento del flujo de trabajo.
-	Asistencia a reuniones con cliente para toma de requisitos y resolver posibles dudas. Reuniones también de seguimiento. 
-	Investigación y búsqueda de herramientas/soluciones adaptadas a las necesidades de cada proyecto.
-	Contacto con partners para igualmente búsqueda de soluciones y peticiones de presupuesto. 
-	Elaboración de propuestas de proyectos digitales junto con Cuentas responsable o propias.
-	Elaboración de presupuestos de proyectos digitales.   
-	Revisión de entregables de partners.
-	Se valorarán conocimientos de Analytics, paid media, data y automatización.
-	Se valorará experiencia en agencia de publicidad o servicios.
-	Control de costes de proveedor.
La persona seleccionada entrará a formar parte de una empresa consolidada y en una posición estable que le permitirá evolucionar a largo plazo a otras posiciones de responsabilidad dentro del departamento y de la compañía. "
Marketing Specialist Internship - Prácticas,https://www.domestika.org/es/jobs/82852-marketing-specialist-internship-practicas-madrid-espana,Making Science,Prácticas,"Madrid, España",20/01/21,"What is Making Science?
Making Science is a leading digital marketing and technology consulting firm, that is listed in the Madrid Stock Exchange. We are currently expanding our operations internationally, and our offices are located in Madrid, Barcelona, Lisboa, París, Mexico City, Milan, and Dublin. We are a company that specializes in providing comprehensive marketing and technological solutions for digital businesses. Our team is composed of more than 260 digital native professionals, who have wide knowledge in the different stages and disciplines of the digital transformation: Digital Strategy, Infrastructures, Software Development, Creativity and UX/UI Design, Digital Marketing, and Big Data. 
Making Science is People Centric, and we actively bet on our employees! We believe that they are the key to any successful business, and therefore, our greatest asset. We strive to provide daily learning opportunities for those who work with us and their colleagues. It is also really important that they enjoy what they do, and have positive experiences. We want our employees to feel proud of their accomplishments, and that they belong to a company that is in constant growth, because each person’s contribution is essential to achieve our success. Do you want to be part of this great family?
Some details about your department
Marketing and Communication is a challenging and international department at Making Science, with the ability to represent and unite our entire digital family through our actions. Our objective is to position the Making Science brand at the highest level, both nationally and internationally, and using our know-how and expertise to become trailblazers in our area. At our department, each day is a new adventure, and we face it with a lot of enthusiasm. We are motivated by our drive to continue learning, new challenges, innovation in processes, growth as a team, and helping the company expand through our work. We do great things that make every Making Science employee feel proud, and contribute to positioning the company higher and higher empowering our values.
Your role
Overseeing and developing marketing campaigns
Support in devising and presenting ideas and strategies
Promotional activities
Writing and proofreading creative copies
Maintaining websites and looking at data analytics
Support in organizing events (off and online) and product exhibitions
Updating databases and using a customer relationship management (CRM) system
Coordinating internal marketing and an organization’s culture
Managing campaigns on social media
Support end to end marketing for specific business units
What will you need to do this role
You are an English native
You have a Bachelor's Degree in Marketing / Advertising / Business. Valuable Master or Course in Digital Marketing
You possess great communication skills and are capable of building valuable relationships with different stakeholders
You know and enjoy working with a team
You are capable of adapting to a fast-paced environment
You have a strong attention to detail
You possess good organization and planning skills
You are creative and enjoy writing
You have good numerical and IT skills
Perks of joining Making Science
A full-time, 6 month paid internship under an agreement with your university or school.
You will never stop learning with us. You’ll receive constant training and development, with a focus on innovation.
We care about a healthy work-life balance. You can count on having flexible working hours and an intensive work schedule during July and August. 
Work comfortably and follow your own style, because we don’t have a dress code. 
We know how to have a good time! Monthly TGIF events, 5V, and much more!
Never go hungry with our free daily fruit and our vending machine card!
Take a break on our terrace, play foosball, darts or PlayStation
Be a part of a young, adventurous, and professional team, with people you’ll grow fond of!"
WordPress/CMS Developer,https://www.domestika.org/es/jobs/82828-wordpress-cms-developer-barcelona-espana,Netzstrategen SL,Tiempo completo,"Barcelona, España",21/01/21,"At netzstrategen we enable our customers to act independently in the digital world. For this, we need experts in all digital disciplines. 
What we are looking for:
Experience in and with: 
- WordPress and ideally another CMS (like Craft, Drupal, etc)
- PHP programming (OOP and procedural) and JavaScript
- WooCommerce or comparable eCommerce concepts
- Frontend development in HTML5, SASS, JS
- Developing new plugins and themes (ideally also published publicly like ours)
- HTTP headers and reverse proxy caching like Varnish and Nginx Cache
best practices and writing clean code

What you will be doing with us:
- Planning technical solutions for individual features and whole sites for customers
- Building new websites and online stores
- Coordinating with customers
- Reviewing giving constructive feedback
- Analyzing and optimizing the site performance
- Connecting enrichment services (Elasticsearch) and marketing automation tools (newsletters and CRMs)
- Developing custom data imports, exports, and migrations
- Contributing features and fixes to third-party plugin vendors and WordPress core
- Implementing automated tests and integrations with monitoring systems
- Integrating a pattern library and custom Gutenberg blocks into themes
- Customizing the frontend appearance
- Audits for our customers

Working with us looks like this: 
- Flexible working hours and home office are possible 
- Team full of experienced digital enthusiasts who love to exchange professional knowledge and enable learning
- A mentor that will be with you, supporting your new path with us
- There are fresh fruit, coffee and soft drinks in all offices
- Team activities and joint workshops alternately in our offices in Karlsruhe, Cologne and Barcelona.
- We support your further education 
- Work with the best conditions: Laptop, private health insurance, mobile phone contract, the right hardware, train ticket or Bicing card – ride with us!
You should be familiar with these tools:
- Peer view and version control platforms like GitHub
- Command line tools like Git, Composer, npm, gulp, WP-CLI, SSH
- Project management tools like Asana
- Collaboration tools like Slack and Google Apps (GSuite)
With these people you will have the most to do:
- Developers
- Project Managers
- Customers
- Designers
- Analysts
- Marketeers
We would like to welcome you to our team. Contact us!

Start date: Immediately
Location: Barcelona or Karlsruhe
Compensation: 36,000 – 48,000 EUR/year
Required experience: Minimum 4 years experience in the field
"
SEM/SEO Specialist,https://www.domestika.org/es/jobs/82769-sem-seo-specialist-madrid-espana,Silicon HR,Tiempo completo,"Madrid, España",15/01/21,"Busco perfil SEM, para nuestras oficinas en Madrid, las principales funciones a desempeñar serán:
Gestión de las campañas (PPC) de los diferentes clientes de la compañía para diversos mercados.
Analizar nuevas oportunidades de mejora, estando al día de los cambios que se producen en los motores de búsqueda, las diversas plataformas publicitarias y herramientas SEM.
Control de las campañas Google Ads y de su rendimiento: optimización mediante acciones y propuestas de mejora.
Elaboración y seguimiento de informes relativos a las campañas.
Incrementar las conversiones y el retorno de la inversión en las campañas PPC.
Control y seguimiento de las principales métricas SEO.
Optimización contenido y SEO (on-site y off-site).
Optimización de páginas web y landing pages.
Monitorización de palabras clave.
Actualización constante sobre las últimas tendencias.
Necesitamos una persona organizada, analítica y proactiva y con experiencia en Agencia Digital. Buscamos un perfil que se responsabilice de la gestión de sus proyectos, con capacidad de trabajo de manera autónoma y responsable, para apoyo a la dirección de cuentas.
REQUISITOS
Experiencia en el puesto de SEM/SEO specialist de 2 años en agencia.
Manejo y conocimientos en Excel, Google Adwords y herramientas Ads.
Manejo de herramientas como: Google Analytics, Google Tag Manager, Data Studio, Panel de Adwords a nivel avanzado, Análisis de la Competencia, Google Search Console, Bing Webmaster tools, SEMRush, Screaming Frog, SEOMoz,…
Buscamos una persona con ganas de aprender y desarrollarse, proactivo y con iniciativa.
Ofrecemos puesto estable, con incorporación inmediata. Aprendizaje continuo en un entorno dinámico y creciente, con posibilidades de formación y desarrollo profesional. Ubicación en Madrid.
Posición estable
Desarrollo de carrera
Banda salarial: 23K - 26K
Horario: L-V de 9-18, V de 9-14:30, jornada intensiva en verano
"
Data Tech Consultant,https://www.domestika.org/es/jobs/82767-data-tech-consultant-madrid-espana,Making Science,Tiempo completo,"Madrid, España",15/01/21,"What is Making Science?
Making Science is a leading digital marketing and technology consulting firm, that is listed in the Madrid Stock Exchange. We are currently expanding our operations internationally, and our offices are located in Madrid, Barcelona, Lisboa, París, Mexico City, Milan, and Dublin. We are a company that specializes in providing comprehensive marketing and technological solutions for digital businesses. Our team is composed of more than 300 digital native professionals, who have a wide knowledge in the different stages and disciplines of the digital transformation: Digital Strategy, Infrastructures, Software Development, Creativity and UX/UI Design, Digital Marketing, and Big Data.
Making Science is People Centric, and we actively bet on our employees! We believe that they are the key to any successful business, and therefore, our greatest asset. We strive to provide daily learning opportunities for those who work with us and their colleagues. It is also really important that they enjoy what they do, and have positive experiences. We want our employees to feel proud of their accomplishments, and that they belong to a company that is in constant growth, because each person’s contribution is essential to achieve our success. Do you want to be part of this great family?
Some details about your department
At GMP, we are a young, energetic, and fun team! We believe that shared knowledge, teamwork, and internal training are the basis of a versatile, integrated, and powerful team. We highly value a thirst for knowledge, curiosity, and self-learning capabilities, because they help us stay up to date in an industry as dynamic as digital marketing. We are committed to the promotion of team building events, both inside and outside of the company, that will help us get to know each other better
Your role
- Technical solutions implementation for advanced client projects such as: Data Unification, Attribution, Advanced Analysis with BigQuery, Offline Measurements, Advanced Dashboarding
- Follow-up of specific advanced projects of the client
- Creation of documentation explaining the different solutions
- Specific training for the Data Analyst team
- Research of new solutions
What will you need to do this role?
- Knowledge in SQL, Javascript, HTML, CSS, jQuery and Python
- Great capacity in understanding technical solutions
- In-depth management of analysis tools, dashboarding, data storage...
- Good communication skills in order to give trainings for Data Analyst team
Perks of joining Making Science
- We give you complete stability with an indefinite job contract.
- We offer a fixed salary according to your worth and experience, plus a performance based bonus. 
- Get the most out of your salary with our Flexible Payment Plan (Restaurant Ticket, Transportation Ticket, Day Care Ticket, and Medical Insurance.
- Do you know someone that fits in Making Science? Refer him or her, and you can get a bonus if they’re hired!
- Feedback is part of our day to day lives. We recognize a job well done through a continuous feedback model. 
- We care about a healthy work-life balance. You can count on having flexible working hours, an intensive work schedule during July and August, and one day a week where you can work from home. 
- You will never stop learning with us: subsidized training, free language classes, learning capsules,  an e-learning platform, and many more.
- Pack your bags! You’ll have 26 vacation days and the afternoons off on the eve of national holidays. 
- Work comfortably and follow your own style, because we don’t have a dress code. 
- We know how to have a good time! Monthly TGIF events, 5V, and much more!
- Never go hungry with our free daily fruit and our vending machine card!
- Take a break on our terrace, play foosball, darts, or PlayStation
- Be a part of a young, adventurous, and professional team, with people you’ll grow fond of!"
Senior Data Analytics Consultant,https://www.domestika.org/es/jobs/82766-senior-data-analytics-consultant-madrid-espana,Making Science,Tiempo completo,"Madrid, España",15/01/21,"What is Making Science?
Making Science is a leading digital marketing and technology consulting firm, that is listed in the Madrid Stock Exchange. We are currently expanding our operations internationally, and our offices are located in Madrid, Barcelona, Lisboa, París, Mexico City, Milan, and Dublin. We are a company that specializes in providing comprehensive marketing and technological solutions for digital businesses. Our team is composed of more than 300 digital native professionals, who have a wide knowledge in the different stages and disciplines of the digital transformation: Digital Strategy, Infrastructures, Software Development, Creativity and UX/UI Design, Digital Marketing, and Big Data.
Making Science is People Centric, and we actively bet on our employees! We believe that they are the key to any successful business, and therefore, our greatest asset. We strive to provide daily learning opportunities for those who work with us and their colleagues. It is also really important that they enjoy what they do, and have positive experiences. We want our employees to feel proud of their accomplishments, and that they belong to a company that is in constant growth, because each person’s contribution is essential to achieve our success. Do you want to be part of this great family?
Some details about your department
At GMP, we are a young, energetic, and fun team! We believe that shared knowledge, teamwork, and internal training are the basis of a versatile, integrated, and powerful team. We highly value a thirst for knowledge, curiosity, and self-learning capabilities, because they help us stay up to date in an industry as dynamic as digital marketing. We are committed to the promotion of team building events, both inside and outside of the company, that will help us get to know each other better
Your role
- Follow-up on clients. 
- Create personalized dashboards and reports based on the client’s objectives.
- Analyze and optimize web pages in order to achieve set goals.
- Identify digital assets and web page structures that guarantee the best measurements. 
- Create tags for web, email, and marketing campaigns. 
- Revise the implementation code for good measurement (GTM, personalized variables and parameters, events, Enhanced Ecommerce...).
- Create Attribution Models, funnels, dashboards...
- Perform usability analysis on different devices (desktop, tablets, mobile).
- Create A/B and multivariate tests to improve a web’s conversion rate on different devices. 
- Perform Cross-device measurements. 
- Perform TV measurements.
What will you need to do this role?
- We are looking for someone who’s proactive and eager to learn, and has the capacity to adapt to new challenges with a positive attitude. 
- You have between more than 4 years of previous Data & CRO experience.
- You have an advanced level of English, both spoken and written. 
- You have knowledge of JavaScript and/or web layouts.
Perks of joining Making Science
- We give you complete stability with an indefinite job contract.
- We offer a fixed salary according to your worth and experience, plus a performance based bonus. 
- Get the most out of your salary with our Flexible Payment Plan (Restaurant Ticket, Transportation Ticket, Day Care Ticket, and Medical Insurance.
- Do you know someone that fits in Making Science? Refer him or her, and you can get a bonus if they’re hired!
- Feedback is part of our day to day lives. We recognize a job well done through a continuous feedback model. 
- We care about a healthy work-life balance. You can count on having flexible working hours, an intensive work schedule during July and August, and one day a week where you can work from home. 
- You will never stop learning with us: subsidized training, free language classes, learning capsules,  an e-learning platform, and many more.
- Pack your bags! You’ll have 26 vacation days and the afternoons off on the eve of national holidays. 
- Work comfortably and follow your own style, because we don’t have a dress code. 
- We know how to have a good time! Monthly TGIF events, 5V, and much more!
- Never go hungry with our free daily fruit and our vending machine card!
- Take a break on our terrace, play foosball, darts, or PlayStation
- Be a part of a young, adventurous, and professional team, with people you’ll grow fond of!"
